Library,Feature Group,API Name,Auth,Subgroup,Call Name,Trimmed?,GDK?,Win32?,Switch?,PlayStation?,Linux?,Android?,iOS?,Macos?
PF Services,PushNotifications,PFPushNotificationsServerDeletePushNotificationTemplateAsync,SecretKey,Account Management,ServerDeletePushNotificationTemplate,false,No,No,No,No,No,No,No,No
PF Services,PushNotifications,PFPushNotificationsServerSavePushNotificationTemplateAsync,SecretKey,Account Management,ServerSavePushNotificationTemplate,false,No,No,No,No,No,No,No,No
PF Services,PushNotifications,PFPushNotificationsServerSendPushNotificationAsync,SecretKey,Account Management,ServerSendPushNotification,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,PushNotifications,PFPushNotificationsServerSendPushNotificationFromTemplateAsync,SecretKey,Account Management,ServerSendPushNotificationFromTemplate,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,Data,PFDataAbortFileUploadsAsync,EntityToken,File,AbortFileUploads,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Data,PFDataDeleteFilesAsync,EntityToken,File,DeleteFiles,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Data,PFDataFinalizeFileUploadsAsync,EntityToken,File,FinalizeFileUploads,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Data,PFDataGetFilesAsync,EntityToken,File,GetFiles,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Data,PFDataGetObjectsAsync,EntityToken,Object,GetObjects,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Data,PFDataInitiateFileUploadsAsync,EntityToken,File,InitiateFileUploads,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Data,PFDataSetObjectsAsync,EntityToken,Object,SetObjects,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Inventory,PFInventoryAddInventoryItemsAsync,EntityToken,Inventory,AddInventoryItems,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Inventory,PFInventoryDeleteInventoryCollectionAsync,EntityToken,Inventory,DeleteInventoryCollection,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Inventory,PFInventoryDeleteInventoryItemsAsync,EntityToken,Inventory,DeleteInventoryItems,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Inventory,PFInventoryExecuteInventoryOperationsAsync,EntityToken,Inventory,ExecuteInventoryOperations,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Inventory,PFInventoryExecuteTransferOperationsAsync,EntityToken,Inventory,ExecuteTransferOperations,false,No,No,No,No,No,No,No,No
PF Services,Inventory,PFInventoryGetInventoryCollectionIdsAsync,EntityToken,Inventory,GetInventoryCollectionIds,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Inventory,PFInventoryGetInventoryItemsAsync,EntityToken,Inventory,GetInventoryItems,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Inventory,PFInventoryGetInventoryOperationStatusAsync,EntityToken,Inventory,GetInventoryOperationStatus,false,No,No,No,No,No,No,No,No
PF Services,Inventory,PFInventoryGetMicrosoftStoreAccessTokensAsync,EntityToken,Inventory,GetMicrosoftStoreAccessTokens,false,Yes,Yes,No,No,Yes,No,No,Yes
PF Services,Inventory,PFInventoryGetTransactionHistoryAsync,EntityToken,Inventory,GetTransactionHistory,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,Inventory,PFInventoryPurchaseInventoryItemsAsync,EntityToken,Inventory,PurchaseInventoryItems,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Inventory,PFInventoryRedeemAppleAppStoreInventoryItemsAsync,EntityToken,Inventory,RedeemAppleAppStoreInventoryItems,false,No,No,No,No,No,No,Yes,No
PF Services,Inventory,PFInventoryRedeemGooglePlayInventoryItemsAsync,EntityToken,Inventory,RedeemGooglePlayInventoryItems,false,No,No,No,No,No,Yes,No,No
PF Services,Inventory,PFInventoryRedeemMicrosoftStoreInventoryItemsAsync,EntityToken,Inventory,RedeemMicrosoftStoreInventoryItems,false,Yes,Yes,No,No,Yes,No,No,Yes
PF Services,Inventory,PFInventoryRedeemNintendoEShopInventoryItemsAsync,EntityToken,Inventory,RedeemNintendoEShopInventoryItems,false,No,Yes,Yes,No,Yes,No,No,Yes
PF Services,Inventory,PFInventoryRedeemPlayStationStoreInventoryItemsAsync,EntityToken,Inventory,RedeemPlayStationStoreInventoryItems,false,No,Yes,No,Yes,Yes,No,No,Yes
PF Services,Inventory,PFInventoryRedeemSteamInventoryItemsAsync,EntityToken,Inventory,RedeemSteamInventoryItems,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,Inventory,PFInventorySubtractInventoryItemsAsync,EntityToken,Inventory,SubtractInventoryItems,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Inventory,PFInventoryTransferInventoryItemsAsync,EntityToken,Inventory,TransferInventoryItems,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Inventory,PFInventoryUpdateInventoryItemsAsync,EntityToken,Inventory,UpdateInventoryItems,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogCreateDraftItemAsync,EntityToken,Catalog,CreateDraftItem,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogCreateUploadUrlsAsync,EntityToken,Catalog,CreateUploadUrls,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogDeleteEntityItemReviewsAsync,EntityToken,Catalog,DeleteEntityItemReviews,false,No,No,No,No,No,No,No,No
PF Services,Catalog,PFCatalogDeleteItemAsync,EntityToken,Catalog,DeleteItem,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogGetCatalogConfigAsync,EntityToken,Catalog,GetCatalogConfig,false,No,No,No,No,No,No,No,No
PF Services,Catalog,PFCatalogGetDraftItemAsync,EntityToken,Catalog,GetDraftItem,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogGetDraftItemsAsync,EntityToken,Catalog,GetDraftItems,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogGetEntityDraftItemsAsync,EntityToken,Catalog,GetEntityDraftItems,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogGetEntityItemReviewAsync,EntityToken,Catalog,GetEntityItemReview,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogGetItemAsync,EntityToken,Catalog,GetItem,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogGetItemContainersAsync,EntityToken,Catalog,GetItemContainers,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogGetItemModerationStateAsync,EntityToken,Catalog,GetItemModerationState,false,No,No,No,No,No,No,No,No
PF Services,Catalog,PFCatalogGetItemPublishStatusAsync,EntityToken,Catalog,GetItemPublishStatus,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogGetItemReviewsAsync,EntityToken,Catalog,GetItemReviews,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogGetItemReviewSummaryAsync,EntityToken,Catalog,GetItemReviewSummary,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogGetItemsAsync,EntityToken,Catalog,GetItems,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogPublishDraftItemAsync,EntityToken,Catalog,PublishDraftItem,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogReportItemAsync,EntityToken,Catalog,ReportItem,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogReportItemReviewAsync,EntityToken,Catalog,ReportItemReview,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogReviewItemAsync,EntityToken,Catalog,ReviewItem,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogSearchItemsAsync,EntityToken,Catalog,SearchItems,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogSetItemModerationStateAsync,EntityToken,Catalog,SetItemModerationState,false,No,No,No,No,No,No,No,No
PF Services,Catalog,PFCatalogSubmitItemReviewVoteAsync,EntityToken,Catalog,SubmitItemReviewVote,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Catalog,PFCatalogTakedownItemReviewsAsync,EntityToken,Catalog,TakedownItemReviews,false,No,No,No,No,No,No,No,No
PF Services,Catalog,PFCatalogUpdateCatalogConfigAsync,EntityToken,Catalog,UpdateCatalogConfig,false,No,No,No,No,No,No,No,No
PF Services,Catalog,PFCatalogUpdateDraftItemAsync,EntityToken,Catalog,UpdateDraftItem,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Experimentation,PFExperimentationCreateExclusionGroupAsync,EntityToken,Experimentation,CreateExclusionGroup,false,No,No,No,No,No,No,No,No
PF Services,Experimentation,PFExperimentationCreateExperimentAsync,EntityToken,Experimentation,CreateExperiment,false,No,No,No,No,No,No,No,No
PF Services,Experimentation,PFExperimentationDeleteExclusionGroupAsync,EntityToken,Experimentation,DeleteExclusionGroup,false,No,No,No,No,No,No,No,No
PF Services,Experimentation,PFExperimentationDeleteExperimentAsync,EntityToken,Experimentation,DeleteExperiment,false,No,No,No,No,No,No,No,No
PF Services,Experimentation,PFExperimentationGetExclusionGroupsAsync,EntityToken,Experimentation,GetExclusionGroups,false,No,No,No,No,No,No,No,No
PF Services,Experimentation,PFExperimentationGetExclusionGroupTrafficAsync,EntityToken,Experimentation,GetExclusionGroupTraffic,false,No,No,No,No,No,No,No,No
PF Services,Experimentation,PFExperimentationGetExperimentsAsync,EntityToken,Experimentation,GetExperiments,false,No,No,No,No,No,No,No,No
PF Services,Experimentation,PFExperimentationGetLatestScorecardAsync,EntityToken,Experimentation,GetLatestScorecard,false,No,No,No,No,No,No,No,No
PF Services,Experimentation,PFExperimentationGetTreatmentAssignmentAsync,EntityToken,Experimentation,GetTreatmentAssignment,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Experimentation,PFExperimentationStartExperimentAsync,EntityToken,Experimentation,StartExperiment,false,No,No,No,No,No,No,No,No
PF Services,Experimentation,PFExperimentationStopExperimentAsync,EntityToken,Experimentation,StopExperiment,false,No,No,No,No,No,No,No,No
PF Services,Experimentation,PFExperimentationUpdateExclusionGroupAsync,EntityToken,Experimentation,UpdateExclusionGroup,false,No,No,No,No,No,No,No,No
PF Services,Experimentation,PFExperimentationUpdateExperimentAsync,EntityToken,Experimentation,UpdateExperiment,false,No,No,No,No,No,No,No,No
PF Services,Analytics,PFAnalyticsGetDetailsAsync,EntityToken,Analytics,GetDetails,false,No,No,No,No,No,No,No,No
PF Services,Analytics,PFAnalyticsGetLimitsAsync,EntityToken,Analytics,GetLimits,false,No,No,No,No,No,No,No,No
PF Services,Analytics,PFAnalyticsGetOperationStatusAsync,EntityToken,Analytics,GetOperationStatus,false,No,No,No,No,No,No,No,No
PF Services,Analytics,PFAnalyticsGetPendingOperationsAsync,EntityToken,Analytics,GetPendingOperations,false,No,No,No,No,No,No,No,No
PF Services,Analytics,PFAnalyticsSetPerformanceAsync,EntityToken,Analytics,SetPerformance,false,No,No,No,No,No,No,No,No
PF Services,Analytics,PFAnalyticsSetStorageRetentionAsync,EntityToken,Analytics,SetStorageRetention,false,No,No,No,No,No,No,No,No
PF Services,Groups,PFGroupsAcceptGroupApplicationAsync,EntityToken,Groups,AcceptGroupApplication,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsAcceptGroupInvitationAsync,EntityToken,Groups,AcceptGroupInvitation,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsAddMembersAsync,EntityToken,Groups,AddMembers,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsApplyToGroupAsync,EntityToken,Groups,ApplyToGroup,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsBlockEntityAsync,EntityToken,Groups,BlockEntity,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsChangeMemberRoleAsync,EntityToken,Groups,ChangeMemberRole,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsCreateGroupAsync,EntityToken,Groups,CreateGroup,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsCreateRoleAsync,EntityToken,Groups,CreateRole,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsDeleteGroupAsync,EntityToken,Groups,DeleteGroup,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsDeleteRoleAsync,EntityToken,Groups,DeleteRole,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsGetGroupAsync,EntityToken,Groups,GetGroup,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsInviteToGroupAsync,EntityToken,Groups,InviteToGroup,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsIsMemberAsync,EntityToken,Groups,IsMember,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsListGroupApplicationsAsync,EntityToken,Groups,ListGroupApplications,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsListGroupBlocksAsync,EntityToken,Groups,ListGroupBlocks,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsListGroupInvitationsAsync,EntityToken,Groups,ListGroupInvitations,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsListGroupMembersAsync,EntityToken,Groups,ListGroupMembers,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsListMembershipAsync,EntityToken,Groups,ListMembership,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsListMembershipOpportunitiesAsync,EntityToken,Groups,ListMembershipOpportunities,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsRemoveGroupApplicationAsync,EntityToken,Groups,RemoveGroupApplication,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsRemoveGroupInvitationAsync,EntityToken,Groups,RemoveGroupInvitation,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsRemoveMembersAsync,EntityToken,Groups,RemoveMembers,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsUnblockEntityAsync,EntityToken,Groups,UnblockEntity,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsUpdateGroupAsync,EntityToken,Groups,UpdateGroup,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Groups,PFGroupsUpdateRoleAsync,EntityToken,Groups,UpdateRole,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Localization,PFLocalizationGetLanguageListAsync,EntityToken,Localization,GetLanguageList,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,Matchmaking,PFMatchmakingCancelAllMatchmakingTicketsForPlayerAsync,EntityToken,Matchmaking,CancelAllMatchmakingTicketsForPlayer,false,No,No,No,No,No,No,No,No
PF Services,Matchmaking,PFMatchmakingCancelAllServerBackfillTicketsForPlayerAsync,EntityToken,Matchmaking,CancelAllServerBackfillTicketsForPlayer,false,No,No,No,No,No,No,No,No
PF Services,Matchmaking,PFMatchmakingCancelMatchmakingTicketAsync,EntityToken,Matchmaking,CancelMatchmakingTicket,false,No,No,No,No,No,No,No,No
PF Services,Matchmaking,PFMatchmakingCancelServerBackfillTicketAsync,EntityToken,Matchmaking,CancelServerBackfillTicket,false,No,No,No,No,No,No,No,No
PF Services,Matchmaking,PFMatchmakingCreateMatchmakingTicketAsync,EntityToken,Matchmaking,CreateMatchmakingTicket,false,No,No,No,No,No,No,No,No
PF Services,Matchmaking,PFMatchmakingCreateServerBackfillTicketAsync,EntityToken,Matchmaking,CreateServerBackfillTicket,false,No,No,No,No,No,No,No,No
PF Services,Matchmaking,PFMatchmakingCreateServerMatchmakingTicketAsync,EntityToken,Matchmaking,CreateServerMatchmakingTicket,false,No,No,No,No,No,No,No,No
PF Services,Matchmaking,PFMatchmakingGetMatchAsync,EntityToken,Matchmaking,GetMatch,false,No,No,No,No,No,No,No,No
PF Services,Matchmaking,PFMatchmakingGetMatchmakingTicketAsync,EntityToken,Matchmaking,GetMatchmakingTicket,false,No,No,No,No,No,No,No,No
PF Services,Matchmaking,PFMatchmakingGetQueueStatisticsAsync,EntityToken,Matchmaking,GetQueueStatistics,false,No,No,No,No,No,No,No,No
PF Services,Matchmaking,PFMatchmakingGetServerBackfillTicketAsync,EntityToken,Matchmaking,GetServerBackfillTicket,false,No,No,No,No,No,No,No,No
PF Services,Matchmaking,PFMatchmakingJoinMatchmakingTicketAsync,EntityToken,Matchmaking,JoinMatchmakingTicket,false,No,No,No,No,No,No,No,No
PF Services,Matchmaking,PFMatchmakingListMatchmakingTicketsForPlayerAsync,EntityToken,Matchmaking,ListMatchmakingTicketsForPlayer,false,No,No,No,No,No,No,No,No
PF Services,Matchmaking,PFMatchmakingListServerBackfillTicketsForPlayerAsync,EntityToken,Matchmaking,ListServerBackfillTicketsForPlayer,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerCreateBuildAliasAsync,EntityToken,MultiplayerServer,CreateBuildAlias,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerCreateBuildWithCustomContainerAsync,EntityToken,MultiplayerServer,CreateBuildWithCustomContainer,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerCreateBuildWithManagedContainerAsync,EntityToken,MultiplayerServer,CreateBuildWithManagedContainer,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerCreateBuildWithProcessBasedServerAsync,EntityToken,MultiplayerServer,CreateBuildWithProcessBasedServer,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerCreateRemoteUserAsync,EntityToken,MultiplayerServer,CreateRemoteUser,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerCreateTitleMultiplayerServersQuotaChangeAsync,EntityToken,MultiplayerServer,CreateTitleMultiplayerServersQuotaChange,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerDeleteAssetAsync,EntityToken,MultiplayerServer,DeleteAsset,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerDeleteBuildAsync,EntityToken,MultiplayerServer,DeleteBuild,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerDeleteBuildAliasAsync,EntityToken,MultiplayerServer,DeleteBuildAlias,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerDeleteBuildRegionAsync,EntityToken,MultiplayerServer,DeleteBuildRegion,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerDeleteCertificateAsync,EntityToken,MultiplayerServer,DeleteCertificate,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerDeleteContainerImageRepositoryAsync,EntityToken,MultiplayerServer,DeleteContainerImageRepository,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerDeleteRemoteUserAsync,EntityToken,MultiplayerServer,DeleteRemoteUser,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerDeleteSecretAsync,EntityToken,MultiplayerServer,DeleteSecret,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerEnableMultiplayerServersForTitleAsync,EntityToken,MultiplayerServer,EnableMultiplayerServersForTitle,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerGetAssetDownloadUrlAsync,EntityToken,MultiplayerServer,GetAssetDownloadUrl,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerGetAssetUploadUrlAsync,EntityToken,MultiplayerServer,GetAssetUploadUrl,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerGetBuildAsync,EntityToken,MultiplayerServer,GetBuild,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerGetBuildAliasAsync,EntityToken,MultiplayerServer,GetBuildAlias,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerGetContainerRegistryCredentialsAsync,EntityToken,MultiplayerServer,GetContainerRegistryCredentials,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerGetMultiplayerServerDetailsAsync,EntityToken,MultiplayerServer,GetMultiplayerServerDetails,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerGetMultiplayerServerLogsAsync,EntityToken,MultiplayerServer,GetMultiplayerServerLogs,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerGetMultiplayerSessionLogsBySessionIdAsync,EntityToken,MultiplayerServer,GetMultiplayerSessionLogsBySessionId,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerGetRemoteLoginEndpointAsync,EntityToken,MultiplayerServer,GetRemoteLoginEndpoint,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerGetTitleEnabledForMultiplayerServersStatusAsync,EntityToken,MultiplayerServer,GetTitleEnabledForMultiplayerServersStatus,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerGetTitleMultiplayerServersQuotaChangeAsync,EntityToken,MultiplayerServer,GetTitleMultiplayerServersQuotaChange,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerGetTitleMultiplayerServersQuotasAsync,EntityToken,MultiplayerServer,GetTitleMultiplayerServersQuotas,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerListArchivedMultiplayerServersAsync,EntityToken,MultiplayerServer,ListArchivedMultiplayerServers,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerListAssetSummariesAsync,EntityToken,MultiplayerServer,ListAssetSummaries,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerListBuildAliasesAsync,EntityToken,MultiplayerServer,ListBuildAliases,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,MultiplayerServer,PFMultiplayerServerListBuildSummariesV2Async,EntityToken,MultiplayerServer,ListBuildSummariesV2,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,MultiplayerServer,PFMultiplayerServerListCertificateSummariesAsync,EntityToken,MultiplayerServer,ListCertificateSummaries,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerListContainerImagesAsync,EntityToken,MultiplayerServer,ListContainerImages,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerListContainerImageTagsAsync,EntityToken,MultiplayerServer,ListContainerImageTags,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerListMultiplayerServersAsync,EntityToken,MultiplayerServer,ListMultiplayerServers,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerListPartyQosServersAsync,None,MultiplayerServer,ListPartyQosServers,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerListQosServersForTitleAsync,EntityToken,MultiplayerServer,ListQosServersForTitle,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,MultiplayerServer,PFMultiplayerServerListSecretSummariesAsync,EntityToken,MultiplayerServer,ListSecretSummaries,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerListTitleMultiplayerServersQuotaChangesAsync,EntityToken,MultiplayerServer,ListTitleMultiplayerServersQuotaChanges,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerListVirtualMachineSummariesAsync,EntityToken,MultiplayerServer,ListVirtualMachineSummaries,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerRequestMultiplayerServerAsync,EntityToken,MultiplayerServer,RequestMultiplayerServer,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,MultiplayerServer,PFMultiplayerServerRequestPartyServiceAsync,EntityToken,MultiplayerServer,RequestPartyService,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerRolloverContainerRegistryCredentialsAsync,EntityToken,MultiplayerServer,RolloverContainerRegistryCredentials,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerShutdownMultiplayerServerAsync,EntityToken,MultiplayerServer,ShutdownMultiplayerServer,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerUntagContainerImageAsync,EntityToken,MultiplayerServer,UntagContainerImage,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerUpdateBuildAliasAsync,EntityToken,MultiplayerServer,UpdateBuildAlias,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerUpdateBuildNameAsync,EntityToken,MultiplayerServer,UpdateBuildName,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerUpdateBuildRegionAsync,EntityToken,MultiplayerServer,UpdateBuildRegion,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerUpdateBuildRegionsAsync,EntityToken,MultiplayerServer,UpdateBuildRegions,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerUploadCertificateAsync,EntityToken,MultiplayerServer,UploadCertificate,false,No,No,No,No,No,No,No,No
PF Services,MultiplayerServer,PFMultiplayerServerUploadSecretAsync,EntityToken,MultiplayerServer,UploadSecret,false,No,No,No,No,No,No,No,No
PF Services,Lobby,PFLobbyCreateLobbyAsync,EntityToken,Lobby,CreateLobby,false,No,No,No,No,No,No,No,No
PF Services,Lobby,PFLobbyDeleteLobbyAsync,EntityToken,Lobby,DeleteLobby,false,No,No,No,No,No,No,No,No
PF Services,Lobby,PFLobbyFindFriendLobbiesAsync,EntityToken,Lobby,FindFriendLobbies,false,No,No,No,No,No,No,No,No
PF Services,Lobby,PFLobbyFindLobbiesAsync,EntityToken,Lobby,FindLobbies,false,No,No,No,No,No,No,No,No
PF Services,Lobby,PFLobbyGetLobbyAsync,EntityToken,Lobby,GetLobby,false,No,No,No,No,No,No,No,No
