Library,Feature Group,API Name,Auth,Subgroup,Call Name,Trimmed?,GDK?,Win32?,Switch?,PlayStation?,Linux?,Android?,iOS?,Macos?
PF Services,AccountManagement,PFAccountManagementServerUnlinkPSNAccountAsync,SecretKey,Account Management,ServerUnlinkPSNAccount,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,AccountManagement,PFAccountManagementServerUnlinkServerCustomIdAsync,SecretKey,Account Management,ServerUnlinkServerCustomId,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,AccountManagement,PFAccountManagementServerUnlinkSteamIdAsync,SecretKey,Account Management,ServerUnlinkSteamId,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,AccountManagement,PFAccountManagementServerUnlinkXboxAccountAsync,SecretKey,Account Management,ServerUnlinkXboxAccount,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,AccountManagement,PFAccountManagementServerUpdateAvatarUrlAsync,SecretKey,Account Management,ServerUpdateAvatarUrl,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,AccountManagement,PFAccountManagementServerUpdateBansAsync,SecretKey,Account Management,ServerUpdateBans,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,AccountManagement,PFAccountManagementGetTitlePlayersFromXboxLiveIDsAsync,EntityToken,Account Management,GetTitlePlayersFromXboxLiveIDs,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,Leaderboard,PFLeaderboardAdminCreatePlayerStatisticDefinitionAsync,SecretKey,Player Data Management,AdminCreatePlayerStatisticDefinition,false,No,No,No,No,No,No,No,No
PF Services,Leaderboard,PFLeaderboardAdminGetPlayerStatisticDefinitionsAsync,SecretKey,Player Data Management,AdminGetPlayerStatisticDefinitions,false,No,No,No,No,No,No,No,No
PF Services,Leaderboard,PFLeaderboardAdminGetPlayerStatisticVersionsAsync,SecretKey,Player Data Management,AdminGetPlayerStatisticVersions,false,No,No,No,No,No,No,No,No
PF Services,Leaderboard,PFLeaderboardAdminIncrementPlayerStatisticVersionAsync,SecretKey,Player Data Management,AdminIncrementPlayerStatisticVersion,false,No,No,No,No,No,No,No,No
PF Services,Leaderboard,PFLeaderboardAdminResetUserStatisticsAsync,SecretKey,Player Data Management,AdminResetUserStatistics,false,No,No,No,No,No,No,No,No
PF Services,Leaderboard,PFLeaderboardAdminUpdatePlayerStatisticDefinitionAsync,SecretKey,Player Data Management,AdminUpdatePlayerStatisticDefinition,false,No,No,No,No,No,No,No,No
PF Services,Leaderboard,PFLeaderboardClientGetFriendLeaderboardAsync,SessionTicket,Player Data Management,ClientGetFriendLeaderboard,false,No,No,No,No,No,No,No,No
PF Services,Leaderboard,PFLeaderboardClientGetFriendLeaderboardAroundPlayerAsync,SessionTicket,Player Data Management,ClientGetFriendLeaderboardAroundPlayer,false,No,No,No,No,No,No,No,No
PF Services,Leaderboard,PFLeaderboardClientGetLeaderboardAsync,SessionTicket,Player Data Management,ClientGetLeaderboard,false,No,No,No,No,No,No,No,No
PF Services,Leaderboard,PFLeaderboardClientGetLeaderboardAroundPlayerAsync,SessionTicket,Player Data Management,ClientGetLeaderboardAroundPlayer,false,No,No,No,No,No,No,No,No
PF Services,Leaderboard,PFLeaderboardClientGetPlayerStatisticsAsync,SessionTicket,Player Data Management,ClientGetPlayerStatistics,false,No,No,No,No,No,No,No,No
PF Services,Leaderboard,PFLeaderboardClientGetPlayerStatisticVersionsAsync,SessionTicket,Player Data Management,ClientGetPlayerStatisticVersions,false,No,No,No,No,No,No,No,No
PF Services,Leaderboard,PFLeaderboardClientUpdatePlayerStatisticsAsync,SessionTicket,Player Data Management,ClientUpdatePlayerStatistics,false,No,No,No,No,No,No,No,No
PF Services,Leaderboard,PFLeaderboardServerGetFriendLeaderboardAsync,SecretKey,Player Data Management,ServerGetFriendLeaderboard,false,No,No,No,No,No,No,No,No
PF Services,Leaderboard,PFLeaderboardServerGetLeaderboardAsync,SecretKey,Player Data Management,ServerGetLeaderboard,false,No,No,No,No,No,No,No,No
PF Services,Leaderboard,PFLeaderboardServerGetLeaderboardAroundUserAsync,SecretKey,Player Data Management,ServerGetLeaderboardAroundUser,false,No,No,No,No,No,No,No,No
PF Services,Leaderboard,PFLeaderboardServerGetPlayerStatisticsAsync,SecretKey,Player Data Management,ServerGetPlayerStatistics,false,No,No,No,No,No,No,No,No
PF Services,Leaderboard,PFLeaderboardServerGetPlayerStatisticVersionsAsync,SecretKey,Player Data Management,ServerGetPlayerStatisticVersions,false,No,No,No,No,No,No,No,No
PF Services,Leaderboard,PFLeaderboardServerUpdatePlayerStatisticsAsync,SecretKey,Player Data Management,ServerUpdatePlayerStatistics,false,No,No,No,No,No,No,No,No
PF Services,Content,PFContentAdminDeleteContentAsync,SecretKey,Content,AdminDeleteContent,false,No,No,No,No,No,No,No,No
PF Services,Content,PFContentAdminGetContentListAsync,SecretKey,Content,AdminGetContentList,false,No,No,No,No,No,No,No,No
PF Services,Content,PFContentAdminGetContentUploadUrlAsync,SecretKey,Content,AdminGetContentUploadUrl,false,No,No,No,No,No,No,No,No
PF Services,Content,PFContentClientGetContentDownloadUrlAsync,SessionTicket,Content,ClientGetContentDownloadUrl,false,No,No,No,No,No,No,No,No
PF Services,Content,PFContentServerGetContentDownloadUrlAsync,SecretKey,Content,ServerGetContentDownloadUrl,false,No,No,No,No,No,No,No,No
PF Services,CloudScript,PFCloudScriptAdminGetCloudScriptRevisionAsync,SecretKey,Server-Side Cloud Script,AdminGetCloudScriptRevision,false,No,No,No,No,No,No,No,No
PF Services,CloudScript,PFCloudScriptAdminGetCloudScriptVersionsAsync,SecretKey,Server-Side Cloud Script,AdminGetCloudScriptVersions,false,No,No,No,No,No,No,No,No
PF Services,CloudScript,PFCloudScriptAdminSetPublishedRevisionAsync,SecretKey,Server-Side Cloud Script,AdminSetPublishedRevision,false,No,No,No,No,No,No,No,No
PF Services,CloudScript,PFCloudScriptAdminUpdateCloudScriptAsync,SecretKey,Server-Side Cloud Script,AdminUpdateCloudScript,false,No,No,No,No,No,No,No,No
PF Services,CloudScript,PFCloudScriptClientExecuteCloudScriptAsync,SessionTicket,Server-Side Cloud Script,ClientExecuteCloudScript,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,CloudScript,PFCloudScriptServerExecuteCloudScriptAsync,SecretKey,Server-Side Cloud Script,ServerExecuteCloudScript,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,CloudScript,PFCloudScriptExecuteEntityCloudScriptAsync,EntityToken,Server-Side Cloud Script,ExecuteEntityCloudScript,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,CloudScript,PFCloudScriptExecuteFunctionAsync,EntityToken,Server-Side Cloud Script,ExecuteFunction,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,CloudScript,PFCloudScriptGetFunctionAsync,EntityToken,Server-Side Cloud Script,GetFunction,false,No,No,No,No,No,No,No,No
PF Services,CloudScript,PFCloudScriptListEventHubFunctionsAsync,EntityToken,Server-Side Cloud Script,ListEventHubFunctions,false,No,No,No,No,No,No,No,No
PF Services,CloudScript,PFCloudScriptListFunctionsAsync,EntityToken,Server-Side Cloud Script,ListFunctions,false,No,No,No,No,No,No,No,No
PF Services,CloudScript,PFCloudScriptListHttpFunctionsAsync,EntityToken,Server-Side Cloud Script,ListHttpFunctions,false,No,No,No,No,No,No,No,No
PF Services,CloudScript,PFCloudScriptListQueuedFunctionsAsync,EntityToken,Server-Side Cloud Script,ListQueuedFunctions,false,No,No,No,No,No,No,No,No
PF Services,CloudScript,PFCloudScriptPostFunctionResultForEntityTriggeredActionAsync,EntityToken,Server-Side Cloud Script,PostFunctionResultForEntityTriggeredAction,false,No,No,No,No,No,No,No,No
PF Services,CloudScript,PFCloudScriptPostFunctionResultForFunctionExecutionAsync,EntityToken,Server-Side Cloud Script,PostFunctionResultForFunctionExecution,false,No,No,No,No,No,No,No,No
PF Services,CloudScript,PFCloudScriptPostFunctionResultForPlayerTriggeredActionAsync,EntityToken,Server-Side Cloud Script,PostFunctionResultForPlayerTriggeredAction,false,No,No,No,No,No,No,No,No
PF Services,CloudScript,PFCloudScriptPostFunctionResultForScheduledTaskAsync,EntityToken,Server-Side Cloud Script,PostFunctionResultForScheduledTask,false,No,No,No,No,No,No,No,No
PF Services,CloudScript,PFCloudScriptRegisterEventHubFunctionAsync,EntityToken,Server-Side Cloud Script,RegisterEventHubFunction,false,No,No,No,No,No,No,No,No
PF Services,CloudScript,PFCloudScriptRegisterHttpFunctionAsync,EntityToken,Server-Side Cloud Script,RegisterHttpFunction,false,No,No,No,No,No,No,No,No
PF Services,CloudScript,PFCloudScriptRegisterQueuedFunctionAsync,EntityToken,Server-Side Cloud Script,RegisterQueuedFunction,false,No,No,No,No,No,No,No,No
PF Services,CloudScript,PFCloudScriptUnregisterFunctionAsync,EntityToken,Server-Side Cloud Script,UnregisterFunction,false,No,No,No,No,No,No,No,No
PF Services,PlayerDataManagement,PFPlayerDataManagementAdminGetDataReportAsync,SecretKey,Player Data Management,AdminGetDataReport,false,No,No,No,No,No,No,No,No
PF Services,PlayerDataManagement,PFPlayerDataManagementAdminGetUserDataAsync,SecretKey,Player Data Management,AdminGetUserData,false,No,No,No,No,No,No,No,No
PF Services,PlayerDataManagement,PFPlayerDataManagementAdminGetUserInternalDataAsync,SecretKey,Player Data Management,AdminGetUserInternalData,false,No,No,No,No,No,No,No,No
PF Services,PlayerDataManagement,PFPlayerDataManagementAdminGetUserPublisherDataAsync,SecretKey,Player Data Management,AdminGetUserPublisherData,false,No,No,No,No,No,No,No,No
PF Services,PlayerDataManagement,PFPlayerDataManagementAdminGetUserPublisherInternalDataAsync,SecretKey,Player Data Management,AdminGetUserPublisherInternalData,false,No,No,No,No,No,No,No,No
PF Services,PlayerDataManagement,PFPlayerDataManagementAdminGetUserPublisherReadOnlyDataAsync,SecretKey,Player Data Management,AdminGetUserPublisherReadOnlyData,false,No,No,No,No,No,No,No,No
PF Services,PlayerDataManagement,PFPlayerDataManagementAdminGetUserReadOnlyDataAsync,SecretKey,Player Data Management,AdminGetUserReadOnlyData,false,No,No,No,No,No,No,No,No
PF Services,PlayerDataManagement,PFPlayerDataManagementAdminUpdateUserDataAsync,SecretKey,Player Data Management,AdminUpdateUserData,false,No,No,No,No,No,No,No,No
PF Services,PlayerDataManagement,PFPlayerDataManagementAdminUpdateUserInternalDataAsync,SecretKey,Player Data Management,AdminUpdateUserInternalData,false,No,No,No,No,No,No,No,No
PF Services,PlayerDataManagement,PFPlayerDataManagementAdminUpdateUserPublisherDataAsync,SecretKey,Player Data Management,AdminUpdateUserPublisherData,false,No,No,No,No,No,No,No,No
PF Services,PlayerDataManagement,PFPlayerDataManagementAdminUpdateUserPublisherInternalDataAsync,SecretKey,Player Data Management,AdminUpdateUserPublisherInternalData,false,No,No,No,No,No,No,No,No
PF Services,PlayerDataManagement,PFPlayerDataManagementAdminUpdateUserPublisherReadOnlyDataAsync,SecretKey,Player Data Management,AdminUpdateUserPublisherReadOnlyData,false,No,No,No,No,No,No,No,No
PF Services,PlayerDataManagement,PFPlayerDataManagementAdminUpdateUserReadOnlyDataAsync,SecretKey,Player Data Management,AdminUpdateUserReadOnlyData,false,No,No,No,No,No,No,No,No
PF Services,PlayerDataManagement,PFPlayerDataManagementClientGetUserDataAsync,SessionTicket,Player Data Management,ClientGetUserData,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,PlayerDataManagement,PFPlayerDataManagementClientGetUserPublisherDataAsync,SessionTicket,Player Data Management,ClientGetUserPublisherData,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,PlayerDataManagement,PFPlayerDataManagementClientGetUserPublisherReadOnlyDataAsync,SessionTicket,Player Data Management,ClientGetUserPublisherReadOnlyData,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,PlayerDataManagement,PFPlayerDataManagementClientGetUserReadOnlyDataAsync,SessionTicket,Player Data Management,ClientGetUserReadOnlyData,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,PlayerDataManagement,PFPlayerDataManagementClientUpdateUserDataAsync,SessionTicket,Player Data Management,ClientUpdateUserData,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,PlayerDataManagement,PFPlayerDataManagementClientUpdateUserPublisherDataAsync,SessionTicket,Player Data Management,ClientUpdateUserPublisherData,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,PlayerDataManagement,PFPlayerDataManagementServerGetUserDataAsync,SecretKey,Player Data Management,ServerGetUserData,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,PlayerDataManagement,PFPlayerDataManagementServerGetUserInternalDataAsync,SecretKey,Player Data Management,ServerGetUserInternalData,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,PlayerDataManagement,PFPlayerDataManagementServerGetUserPublisherDataAsync,SecretKey,Player Data Management,ServerGetUserPublisherData,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,PlayerDataManagement,PFPlayerDataManagementServerGetUserPublisherInternalDataAsync,SecretKey,Player Data Management,ServerGetUserPublisherInternalData,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,PlayerDataManagement,PFPlayerDataManagementServerGetUserPublisherReadOnlyDataAsync,SecretKey,Player Data Management,ServerGetUserPublisherReadOnlyData,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,PlayerDataManagement,PFPlayerDataManagementServerGetUserReadOnlyDataAsync,SecretKey,Player Data Management,ServerGetUserReadOnlyData,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,PlayerDataManagement,PFPlayerDataManagementServerUpdateUserDataAsync,SecretKey,Player Data Management,ServerUpdateUserData,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,PlayerDataManagement,PFPlayerDataManagementServerUpdateUserInternalDataAsync,SecretKey,Player Data Management,ServerUpdateUserInternalData,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,PlayerDataManagement,PFPlayerDataManagementServerUpdateUserPublisherDataAsync,SecretKey,Player Data Management,ServerUpdateUserPublisherData,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,PlayerDataManagement,PFPlayerDataManagementServerUpdateUserPublisherInternalDataAsync,SecretKey,Player Data Management,ServerUpdateUserPublisherInternalData,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,PlayerDataManagement,PFPlayerDataManagementServerUpdateUserPublisherReadOnlyDataAsync,SecretKey,Player Data Management,ServerUpdateUserPublisherReadOnlyData,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,PlayerDataManagement,PFPlayerDataManagementServerUpdateUserReadOnlyDataAsync,SecretKey,Player Data Management,ServerUpdateUserReadOnlyData,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,Economy,PFEconomyAdminRefundPurchaseAsync,SecretKey,Player Data Management,AdminRefundPurchase,false,No,No,No,No,No,No,No,No
PF Services,Economy,PFEconomyAdminResolvePurchaseDisputeAsync,SecretKey,Player Data Management,AdminResolvePurchaseDispute,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterAdminResetCharacterStatisticsAsync,SecretKey,Characters,AdminResetCharacterStatistics,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterClientGetAllUsersCharactersAsync,SessionTicket,Characters,ClientGetAllUsersCharacters,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterClientGetCharacterDataAsync,SessionTicket,Character Data,ClientGetCharacterData,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterClientGetCharacterLeaderboardAsync,SessionTicket,Characters,ClientGetCharacterLeaderboard,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterClientGetCharacterReadOnlyDataAsync,SessionTicket,Character Data,ClientGetCharacterReadOnlyData,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterClientGetCharacterStatisticsAsync,SessionTicket,Characters,ClientGetCharacterStatistics,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterClientGetLeaderboardAroundCharacterAsync,SessionTicket,Characters,ClientGetLeaderboardAroundCharacter,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterClientGetLeaderboardForUserCharactersAsync,SessionTicket,Characters,ClientGetLeaderboardForUserCharacters,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterClientGrantCharacterToUserAsync,SessionTicket,Characters,ClientGrantCharacterToUser,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterClientUpdateCharacterDataAsync,SessionTicket,Character Data,ClientUpdateCharacterData,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterClientUpdateCharacterStatisticsAsync,SessionTicket,Characters,ClientUpdateCharacterStatistics,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterServerDeleteCharacterFromUserAsync,SecretKey,Characters,ServerDeleteCharacterFromUser,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterServerGetAllUsersCharactersAsync,SecretKey,Characters,ServerGetAllUsersCharacters,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterServerGetCharacterDataAsync,SecretKey,Character Data,ServerGetCharacterData,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterServerGetCharacterInternalDataAsync,SecretKey,Character Data,ServerGetCharacterInternalData,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterServerGetCharacterLeaderboardAsync,SecretKey,Characters,ServerGetCharacterLeaderboard,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterServerGetCharacterReadOnlyDataAsync,SecretKey,Character Data,ServerGetCharacterReadOnlyData,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterServerGetCharacterStatisticsAsync,SecretKey,Characters,ServerGetCharacterStatistics,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterServerGetLeaderboardAroundCharacterAsync,SecretKey,Characters,ServerGetLeaderboardAroundCharacter,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterServerGetLeaderboardForUserCharactersAsync,SecretKey,Characters,ServerGetLeaderboardForUserCharacters,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterServerGrantCharacterToUserAsync,SecretKey,Characters,ServerGrantCharacterToUser,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterServerUpdateCharacterDataAsync,SecretKey,Character Data,ServerUpdateCharacterData,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterServerUpdateCharacterInternalDataAsync,SecretKey,Character Data,ServerUpdateCharacterInternalData,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterServerUpdateCharacterReadOnlyDataAsync,SecretKey,Character Data,ServerUpdateCharacterReadOnlyData,false,No,No,No,No,No,No,No,No
PF Services,Character,PFCharacterServerUpdateCharacterStatisticsAsync,SecretKey,Characters,ServerUpdateCharacterStatistics,false,No,No,No,No,No,No,No,No
PF Services,Trading,PFTradingClientAcceptTradeAsync,SessionTicket,Trading,ClientAcceptTrade,false,No,No,No,No,No,No,No,No
PF Services,Trading,PFTradingClientCancelTradeAsync,SessionTicket,Trading,ClientCancelTrade,false,No,No,No,No,No,No,No,No
PF Services,Trading,PFTradingClientGetPlayerTradesAsync,SessionTicket,Trading,ClientGetPlayerTrades,false,No,No,No,No,No,No,No,No
PF Services,Trading,PFTradingClientGetTradeStatusAsync,SessionTicket,Trading,ClientGetTradeStatus,false,No,No,No,No,No,No,No,No
PF Services,Trading,PFTradingClientOpenTradeAsync,SessionTicket,Trading,ClientOpenTrade,false,No,No,No,No,No,No,No,No
PF Services,Friends,PFFriendsClientAddFriendAsync,SessionTicket,Friend List Management,ClientAddFriend,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Friends,PFFriendsClientGetFriendsListAsync,SessionTicket,Friend List Management,ClientGetFriendsList,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Friends,PFFriendsClientRemoveFriendAsync,SessionTicket,Friend List Management,ClientRemoveFriend,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Friends,PFFriendsClientSetFriendTagsAsync,SessionTicket,Friend List Management,ClientSetFriendTags,false,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PF Services,Friends,PFFriendsServerAddFriendAsync,SecretKey,Friend List Management,ServerAddFriend,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,Friends,PFFriendsServerGetFriendsListAsync,SecretKey,Friend List Management,ServerGetFriendsList,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,Friends,PFFriendsServerRemoveFriendAsync,SecretKey,Friend List Management,ServerRemoveFriend,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,Friends,PFFriendsServerSetFriendTagsAsync,SecretKey,Friend List Management,ServerSetFriendTags,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,SharedGroups,PFSharedGroupsClientAddSharedGroupMembersAsync,SessionTicket,Shared Group Data,ClientAddSharedGroupMembers,false,No,No,No,No,No,No,No,No
PF Services,SharedGroups,PFSharedGroupsClientCreateSharedGroupAsync,SessionTicket,Shared Group Data,ClientCreateSharedGroup,false,No,No,No,No,No,No,No,No
PF Services,SharedGroups,PFSharedGroupsClientGetSharedGroupDataAsync,SessionTicket,Shared Group Data,ClientGetSharedGroupData,false,No,No,No,No,No,No,No,No
PF Services,SharedGroups,PFSharedGroupsClientRemoveSharedGroupMembersAsync,SessionTicket,Shared Group Data,ClientRemoveSharedGroupMembers,false,No,No,No,No,No,No,No,No
PF Services,SharedGroups,PFSharedGroupsClientUpdateSharedGroupDataAsync,SessionTicket,Shared Group Data,ClientUpdateSharedGroupData,false,No,No,No,No,No,No,No,No
PF Services,SharedGroups,PFSharedGroupsServerAddSharedGroupMembersAsync,SecretKey,Shared Group Data,ServerAddSharedGroupMembers,false,No,No,No,No,No,No,No,No
PF Services,SharedGroups,PFSharedGroupsServerCreateSharedGroupAsync,SecretKey,Shared Group Data,ServerCreateSharedGroup,false,No,No,No,No,No,No,No,No
PF Services,SharedGroups,PFSharedGroupsServerDeleteSharedGroupAsync,SecretKey,Shared Group Data,ServerDeleteSharedGroup,false,No,No,No,No,No,No,No,No
PF Services,SharedGroups,PFSharedGroupsServerGetSharedGroupDataAsync,SecretKey,Shared Group Data,ServerGetSharedGroupData,false,No,No,No,No,No,No,No,No
PF Services,SharedGroups,PFSharedGroupsServerRemoveSharedGroupMembersAsync,SecretKey,Shared Group Data,ServerRemoveSharedGroupMembers,false,No,No,No,No,No,No,No,No
PF Services,SharedGroups,PFSharedGroupsServerUpdateSharedGroupDataAsync,SecretKey,Shared Group Data,ServerUpdateSharedGroupData,false,No,No,No,No,No,No,No,No
PF Services,PlatformSpecific,PFPlatformSpecificClientAndroidDevicePushNotificationRegistrationAsync,SessionTicket,Platform Specific Methods,ClientAndroidDevicePushNotificationRegistration,false,No,No,No,No,No,Yes,No,No
PF Services,PlatformSpecific,PFPlatformSpecificClientConsumeMicrosoftStoreEntitlementsAsync,SessionTicket,Platform Specific Methods,ClientConsumeMicrosoftStoreEntitlements,false,No,No,No,No,No,No,No,No
PF Services,PlatformSpecific,PFPlatformSpecificClientConsumePS5EntitlementsAsync,SessionTicket,Platform Specific Methods,ClientConsumePS5Entitlements,false,No,No,No,No,No,No,No,No
PF Services,PlatformSpecific,PFPlatformSpecificClientConsumePSNEntitlementsAsync,SessionTicket,Platform Specific Methods,ClientConsumePSNEntitlements,false,No,No,No,No,No,No,No,No
PF Services,PlatformSpecific,PFPlatformSpecificClientConsumeXboxEntitlementsAsync,SessionTicket,Platform Specific Methods,ClientConsumeXboxEntitlements,false,No,No,No,No,No,No,No,No
PF Services,PlatformSpecific,PFPlatformSpecificClientRefreshPSNAuthTokenAsync,SessionTicket,Platform Specific Methods,ClientRefreshPSNAuthToken,false,No,No,No,No,No,No,No,No
PF Services,PlatformSpecific,PFPlatformSpecificClientRegisterForIOSPushNotificationAsync,SessionTicket,Platform Specific Methods,ClientRegisterForIOSPushNotification,false,No,No,No,No,No,No,Yes,No
PF Services,PlatformSpecific,PFPlatformSpecificClientRestoreIOSPurchasesAsync,SessionTicket,Platform Specific Methods,ClientRestoreIOSPurchases,false,No,No,No,No,No,No,No,No
PF Services,PlatformSpecific,PFPlatformSpecificClientValidateAmazonIAPReceiptAsync,SessionTicket,Platform Specific Methods,ClientValidateAmazonIAPReceipt,false,No,No,No,No,No,No,No,No
PF Services,PlatformSpecific,PFPlatformSpecificClientValidateGooglePlayPurchaseAsync,SessionTicket,Platform Specific Methods,ClientValidateGooglePlayPurchase,false,No,No,No,No,No,No,No,No
PF Services,PlatformSpecific,PFPlatformSpecificClientValidateIOSReceiptAsync,SessionTicket,Platform Specific Methods,ClientValidateIOSReceipt,false,No,No,No,No,No,No,No,No
PF Services,PlatformSpecific,PFPlatformSpecificClientValidateWindowsStoreReceiptAsync,SessionTicket,Platform Specific Methods,ClientValidateWindowsStoreReceipt,false,No,No,No,No,No,No,No,No
PF Services,PlatformSpecific,PFPlatformSpecificServerAwardSteamAchievementAsync,SecretKey,Platform Specific Methods,ServerAwardSteamAchievement,false,No,Yes,No,No,Yes,No,No,Yes
PF Services,Advertising,PFAdvertisingClientAttributeInstallAsync,SessionTicket,Advertising,ClientAttributeInstall,false,No,No,No,No,No,No,No,No
PF Services,Advertising,PFAdvertisingClientGetAdPlacementsAsync,SessionTicket,Advertising,ClientGetAdPlacements,false,No,No,No,No,No,No,No,No
PF Services,Advertising,PFAdvertisingClientReportAdActivityAsync,SessionTicket,Advertising,ClientReportAdActivity,false,No,No,No,No,No,No,No,No
PF Services,Advertising,PFAdvertisingClientRewardAdActivityAsync,SessionTicket,Advertising,ClientRewardAdActivity,false,No,No,No,No,No,No,No,No
PF Services,Events,PFEventsClientReportDeviceInfoAsync,SessionTicket,Analytics,ClientReportDeviceInfo,false,No,No,No,No,No,No,No,No
PF Services,Events,PFEventsClientWriteCharacterEventAsync,SessionTicket,Analytics,ClientWriteCharacterEvent,false,No,No,No,No,No,No,No,No
PF Services,Events,PFEventsClientWritePlayerEventAsync,SessionTicket,Analytics,ClientWritePlayerEvent,false,No,No,No,No,No,No,No,No
PF Services,Events,PFEventsClientWriteTitleEventAsync,SessionTicket,Analytics,ClientWriteTitleEvent,false,No,No,No,No,No,No,No,No
PF Services,Events,PFEventsServerWriteCharacterEventAsync,SecretKey,Analytics,ServerWriteCharacterEvent,false,No,No,No,No,No,No,No,No
PF Services,Events,PFEventsServerWritePlayerEventAsync,SecretKey,Analytics,ServerWritePlayerEvent,false,No,No,No,No,No,No,No,No
PF Services,Events,PFEventsServerWriteTitleEventAsync,SecretKey,Analytics,ServerWriteTitleEvent,false,No,No,No,No,No,No,No,No
PF Services,Events,PFEventsCreateTelemetryKeyAsync,EntityToken,PlayStream Events,CreateTelemetryKey,false,No,No,No,No,No,No,No,No
PF Services,Events,PFEventsDeleteTelemetryKeyAsync,EntityToken,PlayStream Events,DeleteTelemetryKey,false,No,No,No,No,No,No,No,No
PF Services,Events,PFEventsGetTelemetryKeyAsync,EntityToken,PlayStream Events,GetTelemetryKey,false,No,No,No,No,No,No,No,No
PF Services,Events,PFEventsListTelemetryKeysAsync,EntityToken,PlayStream Events,ListTelemetryKeys,false,No,No,No,No,No,No,No,No
PF Services,Events,PFEventsSetTelemetryKeyActiveAsync,EntityToken,PlayStream Events,SetTelemetryKeyActive,false,No,No,No,No,No,No,No,No
PF Services,Events,PFEventsWriteEventsAsync,EntityToken,PlayStream Events,WriteEvents,false,No,No,No,No,No,No,No,No
PF Services,Events,PFEventsWriteTelemetryEventsAsync,EntityToken,PlayStream Events,WriteTelemetryEvents,false,No,No,No,No,No,No,No,No
